#id;name;owner;core,;population;culturex%,;administrative division;trade_goods;life_rating;continent,,,,,,,,,,,,,,,,,,,,,,,,,,
1841;Fasher;ENG;SUD,DAR;2890;Fur 12%," sunni_arab 88%;Fasher;wool;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
1842;Junayah;ENG;SUD,DAR;2589;Fur 13%, Zaghawa 5%," sunni_arab 82%;Junayah;wool;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,
1843;Waw;ENG;SUD,SSU;1178;dinka 85%," luo 15%;Waw;grain;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
1844;Bor;ENG;SUD,SSU;3484;shilluk 10%, nuer 11%, dinka 63," african_minor 16%;Bor;petroleum;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,
1845;Yambio;ENG;SUD,"SSU;658;azande 100%;Yambio;cattle;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1846;Lado;ENG;SUD,SSU;1193;bari 45%, azande 6%," african_minor 49%;Lado;petroleum;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,
1847;Kapoeta;ENG;SUD,SSU;2405;tuposa 8%, nuer 42%," african_minor 50%;Kapoeta;wool;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,
2564;Salima;ENG;SUD;833;nuba 74%," sunni_arab 26%;Salima;cattle;30;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Sudan;ENG;;0;Sunni_Arab 86.5%, nuba 5.7%, Fur 2.4%, beja 4%, zaghawa 0.5%, nuer 0.5%;35942;;;,,,,,,,,,,,,,,,,,,,,,,,
2240;Paramaribo;NET;SUR;500;Indian 37%, black_dutch 41%, indonesian 15%, native_american_minor 2%, Chinese 2%, dutch 1%," pardo_portuguese 2%;Paramaribo;bauxite;30;""south_america""",,,,,,,,,,,,,,,,,,,,,,
2245;Apetina;NET;SUR;65;black_dutch 83%," native_american_minor 17%;Apetina;grain;30;""south_america""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Suriname;NET;;0;Indian 37%, black_dutch 41%, indonesian 15%, native_american_minor 2%, Chinese 2%, dutch 1%, pardo_portuguese 2%;565;;;,,,,,,,,,,,,,,,,,,,,,,
2409;Saint Vincent;ENG;SVG;103;black_anglo 66%, mestizo 19%, Indian 6%, white_anglo 4%, native_american_minor 2%," chinese 3%;Saint Vincent;cotton;35;""north_america""",,,,,,,,,,,,,,,,,,,,,,,
2114;Mbabane;SWA;SWA;1106;swazi 92%, white_anglo 0.7%, afrikaaner 0.3%, zulu 5%," tsonga 2%;Mbabane;grain;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,
"317;Gavle;SWE;SWE;277;swedish 100%;Gavle;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"318;Sundsvall;SWE;SWE;243;swedish 100%;Sundsvall;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"319;Ostersund;SWE;SWE;126;swedish 100%;Ostersund;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"320;Umea;SWE;SWE;261;swedish 100%;Umea;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
321;Lulea;SWE;SWE;249;swedish 93%," sami 7%;Lulea;iron;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"322;Stockholm;SWE;SWE;2440;Swedish 100%;Stockholm;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"323;Falun;SWE;SWE;277;swedish 100%;Falun;iron;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"324;Uppsala;SWE;SWE;345;swedish 100%;Uppsala;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"325;Norrkoping;SWE;SWE;437;swedish 100%;Norrkoping;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"326;Vasteras;SWE;SWE;243;swedish 100%;Vasteras;other_minerals;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"327;Orebro;SWE;SWE;285;swedish 100%;Orebro;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"328;Karlstad;SWE;SWE;273;swedish 100%;Karlstad;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"329;Gothenburg;SWE;SWE;1426;Swedish 100%;Gothenburg;fish;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"330;Boras;SWE;SWE;189;swedish 100%;Boras;fish;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"331;Gotland;SWE;SWE;57;swedish 100%;Gotland;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"332;Kalmar;SWE;SWE;233;swedish 100%;Kalmar;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"333;Vaxjo;SWE;SWE;187;swedish 100%;Vaxjo;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"334;Malmo;SWE;SWE;1274;Swedish 100%;Malmo;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"335;Karlskrona;SWE;SWE;152;swedish 100%;Karlskrona;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Sweden;SWE;;0;Swedish 87.8%, Sami 0.2%, sunni_arab 1.8%, christian_arab 1%, somali 1%, kurdish 2%, finnish 2.4%, bosniak 2%, polish 0.9%, persian 0.9%;8974;;;,,,,,,,,,,,,,,,,,,,
"603;Zurich;SWI;SWI;2360;german 100%;Zurich;cattle;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"604;Basel;SWI;SWI;1373;german 100%;Basel;fruit;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
605;Bern;SWI;SWI;1001;german 81%," french 19%;Bern;iron;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"606;Lucerne;SWI;SWI;773;german 100%;Lucerne;timber;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
607;Geneva;SWI;SWI;1525;german 17%," french 83%;Geneva;cattle;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"608;Neuchatel;SWI;SWI;176;french 100%;Neuchatel;coal;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
609;Sitten;SWI;SWI;372;german 33%," french 67%;Sitten;coal;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
611;Chur;SWI;SWI;194;romansh 20%, italian 12%," german 68%;Chur;cattle;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
2568;Lugano;SWI;SWI;346;italian 90%," german 10%;Lugano;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Swiss;SWI;;0;German 65%, French 18%, Italian 10%, Romansh 1%, turkish 0.5%, kurdish 0.5%, albanian 1%, serb 0.3%, tamil 1.2%, european 1.5%, sunni_arab 1%  ;8120;;;,,,,,,,,,,,,,,,,,,
897;Aleppo;SYR;SYR;6369;kurdish 11%, christian_arab 10%, sunni_arab 68%," turkish 11%;Aleppo;cotton;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,
901;Dayr al;SYR;SYR,ROJ,KUR;2456;kurdish 57%, christian_arab 10%," sunni_arab 33%;Dayr al;petroleum;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,
902;Damascus;SYR;SYR;5574;christian_arab 10%, shia_arab 8%, circassians 3%," sunni_arab 79%;Damascus;cotton;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,
903;Homs;SYR;SYR;1803;christian_arab 10%," sunni_arab 90%;Homs;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
904;Hama;SYR;SYR;1628;christian_arab 10%," sunni_arab 90%;Hama;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
905;Latakia;SYR;SYR;3440;shia_arab 76%, christian_arab 10%, armenian 4%," sunni_arab 10%;Latakia;fruit;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,
906;Suwayda;SYR;SYR;770;druze 91%," sunni_arab 9%;Suwayda;wool;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"907;Palmyra;SYR;SYR;1239;sunni_arab 100%;Palmyra;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Syria;SYR;;0;sunni_Arab 61.5%, christian_arab 9.4%, druze 3%, shia_arab 13%, circassians 0.6%, turkish 2.9%, Kurdish 9%, armenian 0.6%;23279;;;,,,,,,,,,,,,,,,,,,,,,
1485;Taibei;KMT;KMT, CHI;15137;chinese_hakka 18%, chinese_hokkien 61%," chinese 21%;Taibei;other_minerals;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,
2562;Tainan;KMT;KMT, CHI;8237;asian_minor 6%, chinese_hakka 9%, chinese_hokkien 79%," chinese 6%;Tainan;grain;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Taiwan;KMT;;0;84%, Chinese 98%, asian_minor 2%;23374;;;,,,,,,,,,,,,,,,,,,,,,,,,,,
1201;Khojand;RUS;TAJ;2233;tajik 82%, uzbek 16%," kirgiz 2%;Khojand;bauxite;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1207;Kulob;RUS;TAJ;4399;tajik 82%, uzbek 16%," russian  2%;Kulob;cotton;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
1208;Khorug;RUS;TAJ, GOB;206;kirgiz 14%," pamir 86%;Khorug;cotton;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;tajikistan;RUS;;0;tajik 79.9%, uzbek 15.3%, Russian 1.1%, Kirgiz 1.1%, pamir 2.6% ;6838;;;,,,,,,,,,,,,,,,,,,,,,,,,
2036;Dar Es Salaam;ENG;TAN;5462;swahili 60%, indian 4%, ibad_arab 4%," black_muslim 32%;Dar Es Salaam;coffee;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,
2037;Tanga;ENG;TAN;3685;black_muslim 40%," swahili 60%;Tanga;oil_seeds;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2038;Kilwa;ENG;TAN;1270;swahili 100%;Kilwa;fish;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2039;Lindi;ENG;TAN;864;makonde 100%;Lindi;fish;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040;Songea;ENG;TAN;702;yao 58%," african_minor 42%;Songea;grain;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2041;Masasi;ENG;TAN;1376;yao 35%," makonde 65%;Masasi;cattle;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2042;Iringa;ENG;TAN;3648;african_minor 100%;Iringa;tobacco;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2043;Tabora;ENG;TAN;3661;african_minor 100%;Tabora;tobacco;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044;Mwanza;ENG;TAN;11858;african_minor 88%," luo 12%;Mwanza;oil_seeds;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2045;Morogoro;ENG;TAN;5242;african_minor 10%," black_muslim 90%;Morogoro;coffee;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2046;Ujiji;ENG;TAN;3695;african_minor 100%;Ujiji;coffee;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047;Arusha;ENG;TAN;3119;maasai 29%, african_minor 42%," black_muslim 29%;Arusha;coffee;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Tanzania;ENG;;0;ibad_arab 0.5%, indian 0.5%, african_minor 53%, black_muslim 20%, makonde 4%, yao 2%, Luo 3%, maasai 2%, swahili 15%;44582;;;,,,,,,,,,,,,,,,,,,,,
2237;Trinidad;ENG;TAT;1163;Indian 35.4%, black_anglo 48.1%, mestizo 15.3%," white_anglo 1.2%;Trinidad;sugar;35;""north_america""",,,,,,,,,,,,,,,,,,,,,,,,,
"2238;Tobago;ENG;TAT;60;black_anglo 100%;Tobago;petroleum;35;""north_america""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Trinidad and Tobago;ENG;;0;Indian 35.4%, black_anglo 48.1%, mestizo 15.3%, white_anglo 1.3%;1223;;;,,,,,,,,,,,,,,,,,,,,,,,,,
1914;Lome;FRA;TOG;2599;black_french 2%, ewe 61%," african_minor 37%;Lome;cotton;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
1917;Atakpane;FRA;TOG;1375;kabye 85%," african_minor 15%;Atakpane;coffee;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1918;Sokode;FRA;TOG;1363;black_muslim 78%," african_minor 22%;Sokode;grain;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Togo;FRA;;0;black_french 1%, ewe 32%, african_minor 25%, kabye 22%, black_muslim 20%;5337;;;,,,,,,,,,,,,,,,,,,,,,,,,
"2540;Tonga;ENG;TON;103;polynesian 100%;Tonga;oil_seeds;15;""oceania""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731;Tripoli;ENG;TRI;1676;sunni_arab 80%, jewish 10%," italian 10%;Tripoli;fish;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
1732;Ghayran;ENG;TRI;190;berber 76%," sunni_arab 24%;Ghayran;wool;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1733;Misratah;ENG;TRI;324;sunni_arab 100%;Misratah;wool;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1734;Sirt;ENG;TRI;110;sunni_arab 100%;Sirt;wool;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735;Benghazi;ENG;TRI;587;sunni_arab 95%," italian 5%;Benghazi;fruit;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1736;Darna;ENG;TRI;225;sunni_arab 100%;Darna;wool;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1737;Tobruk;ENG;TRI;94;sunni_arab 100%;Tobruk;grain;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1738;Jaghbub;ENG;TRI;50;sunni_arab 100%;Jaghbub;petroleum;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739;Kufra;ENG;TRI;50;sunni_arab 95%," toubou 5%;Kufra;petroleum;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1740;Waddan;ENG;TRI;42;sunni_arab 100%;Waddan;petroleum;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1741;Murzuk;FRA;TRI;42;toubou 100%;Murzuk;wool;25;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1742;Sabha;FRA;TRI;76;sunni_arab 100%;Sabha;wool;25;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743;Ghat;FRA;TRI;94;tuareg 12%," sunni_arab 88%;Ghat;petroleum;25;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1744;Ghadamis;FRA;TRI;52;sunni_arab 100%;Ghadamis;petroleum;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2585;Matan as Sarah;ENG;TRI;25;toubou 100%;Matan as Sarah;wool;15;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Libya;ENG;;0;sunni_Arab 90%, berber 4%, toubou 2%, tuareg 0.3%, bengali 0.7%, chinese 0.4%, filipino 0.4%, black_french 2.2%;3637;;;,,,,,,,,,,,,,,,,,,,,,
1196;Dashhowuz;RUS;TKR;1370;uzbek 14%," turkmen 86%;Dashhowuz;cotton;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
1204;Ashkhabad;RUS;TKR;939;russian 36%," turkmen 64%;Ashkhabad;petroleum;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1205;Kizil Arvat;RUS;TKR;553;turkmen 100%;Kizil Arvat;wool;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206;Merv;RUS;TKR;2814;uzbek 11%, russian 12%," turkmen 77%;Merv;cotton;35;""asia""",,,,,,,,,,,,,,,,,,,,,,,,,,
2100;Umtata;SAF;SAF,"TRK;1982;xhosa 100%;Umtata;wool;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Turkmenistan;RUS;;0;Turkmen 79%, uzbek 9%, Russian 12%;5676;;;,,,,,,,,,,,,,,,,,,,,,,,,,,
1725;Tunis;TUN;TUN;2603;sunni_arab 86%, jewish 10%," white_french 4%;Tunis;cotton;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
1726;Bizerte;TUN;TUN;1600;sunni_arab 96%," berber 4%;Bizerte;fruit;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"1727;Gafsa;TUN;TUN;2327;sunni_arab 100%;Gafsa;oil_seeds;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1728;Kairouan;TUN;TUN;2231;sunni_arab 100%;Kairouan;fish;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1729;Tozeur;TUN;TUN;383;sunni_arab 100%;Tozeur;wool;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730;Gabes;TUN;TUN;774;sunni_arab 96%," berber 4%;Gabes;cattle;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Tunisia;TUN;;0;sunni_arab 98%, white_french 1%, berber 1%;9918;;;,,,,,,,,,,,,,,,,,,,,,,,,,,
"828;Edirne;TUR;TUR;402;turkish 100%;Edirne;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"858;Kirklareli;TUR;TUR;328;turkish 100%;Kirklareli;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"859;Gallipoli;TUR;TUR;632;turkish 100%;Gallipoli;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
860;Istanbul;TUR;TUR;10018;turkish 82%, kurdish 5%, jewish 0.5%, albanian 7%, armenian 0.5%," roma 5%;Istanbul;fruit;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,
"861;Uskudar;TUR;TUR;1206;turkish 100%;Uskudar;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"862;Izmit;TUR;TUR;924;turkish 100%;Izmit;fruit;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"863;Bursa;TUR;TUR;2125;turkish 100%;Bursa;oil_seeds;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
864;Balikesir;TUR;TUR;1076;Circassians 23%," turkish 77%;Balikesir;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"865;Canakkale;TUR;TUR;464;turkish 100%;Canakkale;fish;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"866;Afyon;TUR;TUR;812;turkish 100%;Afyon;other_minerals;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"867;Kutahya;TUR;TUR;656;turkish 100%;Kutahya;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"868;Eskishehir;TUR;TUR;706;turkish 100%;Eskishehir;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
869;Izmir;TUR;TUR;4320;kurdish 3%," turkish 97%;Izmir;oil_seeds;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"870;Manisa;TUR;TUR;1260;turkish 100%;Manisa;tobacco;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"871;Denizli;TUR;TUR;1928;turkish 100%;Denizli;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"872;Mugla;TUR;TUR;715;turkish 100%;Mugla;coal;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"873;Konya;TUR;TUR;2831;turkish 100%;Konya;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"874;Burdur;TUR;TUR;769;turkish 100%;Burdur;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"875;Antalya;TUR;TUR;1719;turkish 100%;Antalya;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
876;Ankara;TUR;TUR;4588;azerbaijani 11%, kurdish 2%," turkish 87%;Ankara;oil_seeds;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
877;Amasya;TUR;TUR;1633;Circassians 10%," turkish 90%;Amasya;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
878;Kayseri;TUR;TUR;1717;Circassians 20%," turkish 80%;Kayseri;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
879;Sivas;TUR;TUR;1583;Circassians 15%," turkish 85%;Sivas;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"880;Kastamonu;TUR;TUR;600;turkish 100%;Kastamonu;coal;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"881;Bolu;TUR;TUR;1383;turkish 100%;Bolu;coal;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"882;Trabzon;TUR;TUR;1340;turkish 100%;Trabzon;tea;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
883;Sinop;TUR;TUR;1434;Circassians 22%," turkish 78%;Sinop;fish;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"884;Giresun;TUR;TUR;1419;turkish 100%;Giresun;tea;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
885;Kars;TUR;TUR,KUR;493;turkish 64%, kurdish 10%," azerbaijani 26%;Kars;iron;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,
886;Ardahan;TUR;TUR,"KUR;133;turkish 100%;Ardahan;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
887;Erzurum;TUR;TUR,KUR;937;turkish 85%," kurdish 15%;Erzurum;cattle;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
888;Erzincan;TUR;TUR,KUR;692;turkish 80%," kurdish 20%;Erzincan;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
889;Malatya;TUR;TUR,KUR;1422;kurdish 70%," turkish 30%;Malatya;oil_seeds;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
890;Van;TUR;TUR,KUR;1405;kurdish 65%," turkish 35%;Van;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
891;Bitlis;TUR;TUR,KUR;1094;kurdish 60%," turkish 40%;Bitlis;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
892;Hakkari;TUR;TUR,"KUR;852;kurdish 100%;Hakkari;fruit;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
893;Diyarbakir;TUR;TUR,KUR;2523;kurdish 80%," turkish 20%;Diyarbakir;other_minerals;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
894;Adana;TUR;TUR;1854;sunni_arab 18%," turkish 82%;Adana;cotton;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"895;Mersin;TUR;TUR;1651;turkish 100%;Mersin;cotton;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"896;Marash;TUR;TUR;1460;turkish 100%;Marash;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
898;Antep;TUR;TUR,"KUR;1399;turkish 100%;Antep;wool;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
899;Urfa;TUR;TUR,KUR;2066;kurdish 12%, turkish 78%," sunni_arab 10%;Urfa;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,
900;Antioch;TUR;TUR,SYR;1253;shia_arab 32%, sunni_arab 40%," turkish 28%;Antioch;fruit;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Turkey;TUR;;0;Turkish 75%, Kurdish 18%, sunni_arab 1.5%, shia_arab 0.6%, Circassians 2.0%, azerbaijani 1.0%, jewish 0.1%, albanian 1.0%, armenian 0.1%, roma 0.7%;67822;;;,,,,,,,,,,,,,,,,,,,
2541;Ellice Islands;ENG;TUV;10;Polynesian 96%," Micronesian 4%;Ellice Islands;fish;15;""oceania""",,,,,,,,,,,,,,,,,,,,,,,,,,,
2019;Entebbe;ENG;UGA;6575;ganda 58%, african_minor 36%, indian 5%," indian_muslim 1%;Entebbe;coffee;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,
2020;Mbarara;ENG;UGA;6298;nyakole 36%, kiga 26%," african_minor 38%;Mbarara;coffee;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
2021;Masindi;ENG;UGA;2574;Langi 57%," african_minor 43%;Masindi;grain;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"2022;Kitgum;ENG;UGA;2574;african_minor 100%;Kitgum;tea;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023;Jinja;ENG;UGA;6205;soga 33%, Iteso 25%," african_minor 42%;Jinja;coffee;35;""africa""",,,,,,,,,,,,,,,,,,,,,,,,,,
#TOT;Uganda;ENG;;0;ganda 16.9%, nyakole 9.5%, soga 8.4%, kiga 6.9%, Iteso 6.4%, Langi 6.1%, african_minor 45.8%;24226;;;,,,,,,,,,,,,,,,,,,,,,,
662;Cernauti;RUS;UKR;1104;ukrainian 80%," romanian 20%;Cernauti;fruit;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
678;Izmail;RUS;UKR;620;russian 10%, bulgarian 21%, romanian 13%," ukrainian 56%;Izmail;fish;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,
702;Lvov;RUS;UKR;1545;ukrainian 62%," polish 38%;Lvov;coal;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
950;Uzgorord;RUS;UKR,RUT;1246;ukrainian 85%," hungarian 15%;Uzgorord;coal;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
951;Stryi;RUS;UKR;1000;ukrainian 68%," polish 32%;Stryi;coal;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
952;Ternopil;RUS;UKR;1086;ukrainian 45%, jewish 5%," polish 50%;Ternopil;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
953;Stanislavov;RUS;UKR;1380;ukrainian 88%," polish 12%;Stanislavov;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
"954;Vinnitsa;RUS;UKR;1646;ukrainian 100%;Vinnitsa;cattle;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"955;Proskorov;RUS;UKR;1331;ukrainian 100%;Proskorov;cattle;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
956;Rovne;RUS;UKR;1152;ukrainian 84%," polish 16%;Rovne;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
957;Kovel;RUS;UKR;1038;ukrainian 84%," polish 16%;Kovel;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,
958;Kiev;RUS;UKR;2847;ukrainian 86%, russian 13%," jewish 1%;Kiev;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,
"959;Korosten;RUS;UKR;1283;ukrainian 100%;Korosten;grain;35;""europe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
